id,min_distance_to_school(m),min_duration_to_school(s)
1,1220.5,278.76
2,387.72,59.5
3,799.48,131.54
4,233.02,27.96
5,911.0,126.65
6,3560.64,311.65
7,802.76,118.62
8,117.81,17.15
9,606.75,78.85
10,322.85,36.11
11,2517.11,250.88
12,219.44,40.71
13,548.46,99.62
14,327.16,23.55
15,657.18,104.22
16,13785.65,1074.89
17,605.02,82.09
18,2016.71,170.79
19,213.8,51.31
20,860.75,129.7
21,483.75,56.77
22,860.75,129.7
23,2680.99,291.08
24,1827.62,243.98
25,1201.27,138.44
26,1015.5,91.26
27,873.37,141.37
28,1183.23,158.72
29,1039.26,146.02
30,351.75,49.49
31,703.11,111.8
32,884.44,98.0
33,1238.77,172.73
34,878.68,115.59
35,1914.76,236.23
36,1056.94,152.83
37,1143.18,224.79
38,1460.39,152.76
39,959.9,120.87
40,856.76,126.27
41,739.28,128.91
42,1131.3,123.91
43,577.18,128.76
44,1263.36,162.74
45,420.27,53.68
46,513.0,95.64
47,826.08,188.35
48,900.45,90.11
49,1247.7,177.87
50,1728.27,245.38
51,1056.94,152.83
52,755.96,151.3
53,318.63,33.2
54,1457.7,180.25
55,820.7,112.75
56,1632.69,204.2
57,220.18,31.7
58,1447.46,136.03
59,1445.96,135.67
60,1546.27,195.47
61,789.06,163.16
62,734.48,138.28
63,508.5,92.57
64,803.7,130.16
65,502.05,65.92
66,687.73,100.63
67,3805.35,446.53
68,1271.61,243.72
69,5818.45,653.79
70,351.93,84.46
71,295.36,54.99
72,901.99,124.99
73,769.13,95.96
74,598.09,91.14
75,253.61,45.65
76,1805.49,177.27
77,414.73,61.39
78,375.93,74.73
79,709.48,106.74
80,668.63,99.9
81,547.33,64.23
82,626.32,105.97
83,280.95,61.19
84,1081.19,146.83
85,257.53,45.27
86,1586.95,199.61
87,585.59,82.3
88,904.68,152.99
89,832.29,132.29
90,444.44,66.86
91,220.71,52.96
92,639.4,129.86
93,842.88,98.74
94,1577.73,149.47
95,1976.35,203.86
96,5771.29,648.14
97,674.38,80.56
98,773.86,127.43
99,4734.67,441.34
100,7227.44,736.43
101,875.54,91.88
102,1731.83,237.56
103,854.16,137.74
104,348.34,62.99
105,581.25,78.04
106,559.68,84.1
107,1934.43,179.13
108,734.0,83.19
109,538.19,72.15
110,1230.8,187.67
111,1892.32,242.77
112,2808.85,291.59
113,1063.37,155.76
114,217.92,36.24
115,831.93,117.65
116,1224.59,160.21
117,840.79,102.39
118,843.54,109.8
119,1354.8,163.09
120,957.44,82.67
121,862.94,67.0
122,1280.42,230.93
123,1154.69,138.57
124,424.23,61.33
125,813.12,177.62
126,427.28,63.14
127,665.2,55.13
128,927.48,143.02
129,1095.56,160.34
130,4298.84,457.7
131,332.72,66.58
132,1493.52,168.64
133,620.59,83.46
134,948.77,133.35
135,1581.21,155.83
136,2079.61,248.19
137,387.74,64.26
138,814.63,102.92
139,542.72,81.92
140,1542.97,155.76
141,929.86,89.89
142,2514.09,259.52
143,1794.45,205.08
144,961.97,138.33
145,1548.16,174.78
146,511.52,76.11
147,1045.71,156.93
148,605.74,78.18
149,835.95,120.09
150,918.56,212.8
151,459.31,77.94
152,992.67,144.85
153,848.35,82.35
154,1346.98,209.81
155,2094.63,196.16
156,873.79,96.2
157,320.28,25.62
158,430.04,73.58
159,937.51,92.0
160,466.13,48.29
161,537.51,94.63
162,810.16,106.66
163,945.47,120.53
164,212.9,23.68
165,112.43,15.78
166,791.7,80.77
167,875.0,91.7
168,1084.2,195.02
169,747.08,129.37
170,2132.53,270.1
171,1311.78,150.4
172,1811.53,245.64
173,2485.26,414.38
174,991.7,119.77
175,828.41,119.16
176,646.66,71.1
177,3541.64,372.64
178,969.55,185.17
179,1546.25,198.39
180,456.87,53.21
181,601.64,70.63
182,2254.49,529.54
183,263.06,39.75
184,202.37,48.57
185,708.61,134.74
186,517.04,108.8
187,842.58,126.88
188,460.56,108.32
189,1770.75,197.99
190,2427.93,200.16
191,645.56,117.72
192,671.29,109.7
193,371.77,45.62
194,710.15,57.82
195,290.77,43.3
196,2381.45,297.97
197,1008.17,127.16
198,925.72,152.05
199,2882.92,307.81
200,5521.3,594.88
201,760.42,97.15
202,695.24,144.4
203,480.65,60.6
204,480.65,60.6
205,597.41,75.28
206,829.31,165.3
207,1352.3,172.04
208,1067.51,129.66
209,1599.75,201.75
210,1416.47,136.06
211,195.56,43.13
212,734.59,128.78
213,531.7,94.77
214,1558.63,182.19
215,508.37,82.36
216,1006.07,163.8
217,958.94,81.0
218,831.92,184.95
219,828.67,84.68
220,6946.5,633.7
221,169.54,24.23
222,1161.96,165.88
223,871.61,128.49
224,376.86,46.87
225,201.91,32.91
226,1288.52,186.29
227,1303.6,199.57
228,991.13,101.71
229,754.21,101.93
230,1907.15,204.13
231,1669.08,251.52
232,3781.06,343.54
233,1269.95,160.58
234,455.32,93.84
235,1261.14,182.87
236,700.77,128.74
237,498.68,74.17
238,2301.38,285.48
239,780.52,124.95
240,1209.01,253.03
241,703.63,112.41
242,1177.46,140.1
243,195.69,18.2
244,429.92,63.12
245,1528.15,243.76
246,691.63,95.25
247,385.81,53.97
248,701.92,59.14
249,507.59,93.36
250,1775.73,200.94
251,584.96,102.28
252,892.18,89.46
253,665.92,128.69
254,711.75,142.79
255,498.87,35.92
256,695.89,83.5
257,492.77,58.97
258,646.46,51.06
259,453.8,99.6
260,641.06,91.07
261,4688.9,556.68
262,534.9,128.37
263,5196.6,479.74
264,339.14,58.3
265,959.49,108.4
266,561.87,70.43
267,825.43,169.91
268,3266.4,313.71
269,369.47,88.67
270,845.11,87.21
271,1586.98,166.85
272,485.01,79.9
273,595.74,70.52
274,456.12,84.36
275,336.16,43.02
276,144.48,18.24
277,471.04,57.56
278,1274.22,163.9
279,1137.74,177.74
280,1068.78,185.49
281,663.43,91.89
282,476.95,89.98
283,617.83,140.52
284,1044.89,140.2
285,7757.64,539.62
286,1097.29,104.3
287,2280.99,227.24
288,802.14,163.85
289,2119.58,255.15
290,475.04,65.47
291,2542.26,338.53
292,647.35,87.2
293,2154.84,298.73
294,222.79,38.72
295,1130.16,126.15
296,676.62,95.54
297,520.33,130.26
298,688.71,140.21
299,2498.62,252.77
300,330.36,21.62
301,412.62,74.94
302,703.28,67.29
303,2828.5,408.82
304,361.13,63.54
305,3403.59,438.23
306,865.16,207.63
307,572.67,92.42
308,707.28,137.03
309,376.83,90.44
310,352.32,52.9
311,2706.56,362.14
312,646.45,123.63
313,818.55,130.77
314,13226.49,589.49
315,712.82,142.27
316,1104.25,144.66
317,611.38,82.85
318,547.86,121.31
319,1705.32,234.74
320,823.73,116.31
321,524.74,70.1
322,276.18,66.28
323,686.16,106.41
324,707.4,94.97
325,1299.67,195.57
326,775.93,118.37
327,1486.48,191.65
328,813.76,165.63
329,743.25,115.35
330,5.97,0.43
331,503.94,75.99
332,364.74,63.57
333,1059.9,124.94
334,2192.02,339.16
335,640.56,95.51
336,1272.24,163.02
337,674.42,112.37
338,532.8,91.47
339,502.49,67.75
340,3049.92,292.64
341,1705.7,239.97
342,320.53,60.89
343,253.67,60.88
344,932.99,184.7
345,88.62,10.51
346,2602.14,228.98
347,1746.77,279.81
348,461.51,57.57
349,533.96,113.71
350,365.19,61.39
351,1126.79,241.43
352,1588.17,173.45
353,466.78,75.76
354,923.07,136.62
355,675.24,98.73
356,1303.49,198.78
357,385.11,63.01
358,696.54,88.36
359,745.13,138.05
360,1270.99,190.6
361,574.54,105.71
362,855.85,103.68
363,677.92,90.35
364,1331.7,197.9
365,698.32,119.25
366,1386.51,162.59
367,898.44,103.03
368,1772.48,190.62
369,271.08,65.06
370,1341.71,192.84
371,543.2,115.92
372,1111.75,141.26
373,720.53,116.28
374,783.34,109.89
375,2834.37,291.68
376,3346.29,326.4
377,1763.93,156.75
378,880.25,137.6
379,1736.74,276.77
380,1420.49,216.13
381,395.31,42.43
382,754.29,142.0
383,1415.62,237.92
384,3269.11,358.18
385,2165.92,259.06
386,835.75,79.26
387,599.67,96.29
388,926.49,114.97
389,2355.58,308.23
390,595.74,70.52
391,1337.1,152.62
392,602.5,84.62
393,58.61,10.55
394,1591.61,228.15
395,799.87,123.69
396,514.23,123.41
397,1454.68,130.3
398,600.12,133.96
399,580.84,111.81
400,168.54,36.1
401,203.12,48.74
402,759.02,54.65
403,1070.35,135.44
404,224.79,40.56
405,2662.97,259.81
406,311.91,61.8
407,721.08,162.17
408,2325.29,268.23
409,661.21,93.71
410,820.73,79.38
411,243.21,36.54
412,1711.19,189.09
413,869.06,197.4
414,2865.11,325.18
415,958.28,106.36
416,374.27,60.86
417,444.54,90.52
418,757.59,120.65
419,3426.9,417.71
420,1059.85,157.14
421,429.02,69.45
422,3331.83,366.85
423,3644.08,406.26
424,1384.25,157.75
425,585.98,78.4
426,895.75,123.23
427,777.8,118.71
428,582.17,107.63
429,716.17,144.72
430,370.59,54.01
431,275.42,59.92
432,309.52,50.2
433,1247.75,172.71
434,1569.97,194.49
435,945.95,149.18
436,651.29,104.07
437,808.2,121.33
438,1904.33,296.74
439,546.18,74.02
440,3644.08,406.26
441,734.95,102.73
442,1919.95,235.98
443,2535.92,277.02
444,436.72,89.57
445,1068.62,137.88
446,1068.62,137.88
447,883.38,123.32
448,839.41,121.31
449,699.17,156.76
450,1242.51,162.07
451,950.24,189.47
452,1256.96,141.15
453,976.56,136.18
454,399.66,63.02
455,1016.48,153.48
456,836.62,85.44
457,585.37,53.95
458,597.02,68.72
459,658.35,110.81
460,592.73,136.38
461,28.31,3.4
462,637.41,99.18
463,707.85,87.5
464,2822.06,308.77
465,657.18,104.22
466,160.87,25.53
467,185.85,37.98
468,2876.08,292.73
469,1143.49,135.21
470,177.65,32.21
471,975.51,169.48
472,835.95,120.09
473,1219.78,220.2
474,315.8,49.38
475,842.18,140.71
476,5798.3,673.33
477,760.17,111.97
478,1638.2,223.77
479,894.2,139.56
480,268.58,41.42
481,663.24,79.02
482,4674.88,446.78
483,257.8,43.36
484,553.34,71.58
485,1810.14,196.9
486,915.36,133.42
487,650.91,82.87
488,1002.44,147.56
489,708.17,146.46
490,2193.64,232.85
491,613.66,51.72
492,897.54,126.64
493,2838.84,291.25
494,553.34,71.58
495,1144.67,183.59
496,480.65,60.6
497,782.97,78.07
498,582.34,139.75
499,367.28,51.78
500,937.89,136.77
501,164.04,39.37
502,834.37,118.48
503,2608.47,299.96
504,378.2,84.55
505,1067.49,138.76
506,1142.0,125.83
507,650.91,82.87
508,290.09,34.81
509,174.63,26.8
510,1119.52,136.91
511,231.23,41.62
512,2664.66,350.13
513,355.01,65.99
514,1187.1,181.28
515,436.19,52.51
516,2624.92,276.57
517,383.82,59.2
518,834.37,118.48
519,810.92,125.2
520,1074.49,107.75
521,792.82,121.48
522,529.41,95.92
523,529.08,95.84
524,893.41,95.18
525,1527.31,196.07
526,1684.0,244.36
527,765.33,143.9
528,1315.43,249.64
529,374.17,66.61
530,165.93,28.23
531,848.71,69.82
532,878.26,178.91
533,950.8,133.35
534,437.66,81.55
535,387.43,58.19
536,960.66,138.05
537,625.27,84.02
538,1459.28,286.15
539,2205.72,313.08
540,336.0,60.49
541,862.21,140.29
542,594.75,96.74
543,803.06,155.03
544,2312.0,286.37
545,414.32,59.81
546,598.09,91.14
547,1262.63,103.74
548,2258.47,270.69
549,404.25,72.25
550,780.34,105.69
551,614.5,82.38
552,617.48,99.28
553,1791.63,161.78
554,860.94,150.09
555,393.9,68.46
556,842.68,120.52
557,1444.84,165.07
558,780.34,105.69
559,887.65,121.86
560,1856.11,184.27
561,413.15,72.69
562,350.18,73.57
563,1315.46,208.93
564,317.13,36.64
565,780.34,105.69
566,1114.6,137.68
567,524.49,103.96
568,1224.65,179.36
569,1944.42,228.1
570,1199.18,159.21
571,1136.14,195.63
572,292.6,25.52
573,146.31,32.39
574,1015.06,132.28
575,755.9,118.84
576,509.5,97.31
577,560.88,62.84
578,595.46,78.82
579,1933.52,404.52
580,583.4,91.02
581,537.2,45.81
582,2828.34,369.27
583,1643.94,199.76
584,467.8,67.03
