suburb,postcode,latitude,longitude,isNewDevelopment,bathrooms,bedrooms,carspaces,propertyTypes,status,channel,price_per_week,time_to_nearest_train_station(min),distance_to_nearest_train_station(km),distance_to_nearest_school(km),time_to_nearest_school(min)
Carlton,3053,-37.8057745,144.9626168,False,1,2,0,apartmentUnitFlat,live,residential,690.0,3.01,1.23,1.01,2.16
Southbank,3006,-37.822771,144.964493,False,1,1,0,apartmentUnitFlat,live,residential,1183.0,3.12,1.11,0.89,2.27
Southbank,3006,-37.8213341,144.9646982,False,2,2,1,apartmentUnitFlat,live,residential,1175.0,4.44,1.51,1.29,3.59
Morwell,3840,-38.2406534,146.3981515,False,2,2,2,house,live,residential,475.0,3.69,1.66,0.72,2.39
Box Hill,3128,-37.8194338,145.1321273,False,2,2,2,townhouse,live,residential,580.0,4.32,1.59,0.59,1.78
Tarneit,3029,-37.8326911,144.6485099,False,2,4,2,house,live,residential,570.0,9.24,4.88,1.75,3.72
Maribyrnong,3032,-37.7726953,144.8781239,False,2,3,2,townhouse,live,residential,700.0,8.13,4.19,1.8,3.98
South Yarra,3141,-37.8369034,144.9779928,False,2,3,1,apartmentUnitFlat,live,residential,800.0,3.32,1.55,0.52,1.34
Maidstone,3012,-37.7855164,144.883447,False,1,1,0,studio,live,residential,280.0,5.72,2.71,0.25,0.32
St Kilda,3182,-37.8592359,144.9787499,False,1,1,1,apartmentUnitFlat,live,residential,440.0,4.92,2.13,0.22,0.73
Irymple,3498,-34.2359625,142.2088305,False,2,3,0,house,live,residential,660.0,156.33,229.74,2.51,5.11
Caulfield,3162,-37.8835862,145.0228219,False,1,2,1,apartmentUnitFlat,live,residential,520.0,3.18,2.29,0.69,1.25
Mill Park,3082,-37.653241,145.0783916,False,2,2,1,apartmentUnitFlat,live,residential,490.0,3.91,1.48,0.63,1.2
Melbourne,3000,-37.8154878,144.9542238,False,1,2,0,apartmentUnitFlat,live,residential,600.0,2.65,1.02,0.81,2.22
Thornhill Park,3335,-37.7242178,144.6217195,False,2,4,2,house,live,residential,450.0,7.64,3.34,2.26,4.51
Thornhill Park,3335,-37.7242178,144.6217195,False,2,4,2,house,live,residential,480.0,7.64,3.34,2.26,4.51
Melbourne,3000,-37.8139691,144.9556528,False,2,2,1,apartmentUnitFlat,live,residential,830.0,1.0,0.43,0.45,1.18
Ringwood,3134,-37.8214282,145.2371339,False,2,2,0,apartmentUnitFlat,live,residential,570.0,2.41,1.37,0.26,0.45
Bundalong,3730,-36.0269124,146.1602758,False,1,3,2,house,live,residential,480.0,34.5,41.94,14.91,13.1
South Yarra,3141,-37.8432189,144.9956073,False,2,2,1,apartmentUnitFlat,live,residential,695.0,2.64,0.81,0.83,2.69
Bonshaw,3352,-37.597096,143.822076,False,2,4,2,house,live,residential,440.0,11.65,6.37,2.87,3.8
Balwyn,3103,-37.8131535,145.0906167,False,2,2,1,apartmentUnitFlat,live,residential,625.0,3.43,1.99,0.56,0.9
Dandenong,3175,-37.9711145,145.2030272,False,2,3,2,townhouse,live,residential,670.0,6.33,3.49,0.36,1.22
Thornbury,3071,-37.7622347,145.0066176,False,1,3,0,house,live,residential,780.0,4.18,1.35,0.36,1.42
Winter Valley,3358,-37.5768714,143.7833745,False,2,4,2,house,live,residential,435.0,14.29,7.98,5.1,8.95
Melbourne,3000,-37.813306,144.9553567,False,1,1,0,apartmentUnitFlat,live,residential,500.0,1.02,0.37,0.26,0.66
Thornbury,3071,-37.755372,144.9935396,False,2,2,1,apartmentUnitFlat,live,residential,545.0,1.86,0.6,0.28,0.86
Melbourne,3000,-37.8138136,144.9520272,False,1,1,0,apartmentUnitFlat,live,residential,500.0,2.01,0.88,0.46,1.54
Moonee Ponds,3039,-37.7654125,144.9219142,False,1,1,1,apartmentUnitFlat,live,residential,550.0,1.83,0.6,0.88,2.08
Brighton,3186,-37.9218778,145.0046008,False,3,5,2,house,live,residential,2850.0,3.81,1.37,1.04,2.38
Rye,3941,-38.38411869999999,144.8373949,False,2,4,2,house,live,residential,800.0,38.34,36.8,2.49,5.36
Point Cook,3030,-37.9100694,144.7169568,False,2,5,2,house,live,residential,800.0,9.94,6.02,2.11,3.83
Brunswick West,3055,-37.7585213,144.9386181,False,2,2,1,apartmentUnitFlat,live,residential,590.0,6.92,3.89,3.64,6.77
Melbourne,3000,-37.813306,144.9553567,False,1,1,0,apartmentUnitFlat,live,residential,540.0,1.02,0.37,0.26,0.66
St Kilda,3182,-37.8586838,144.9797352,False,1,2,1,apartmentUnitFlat,live,residential,750.0,5.07,1.72,0.19,0.72
Kew East,3102,-37.7922823,145.0518186,False,1,3,2,house,live,residential,700.0,10.27,5.81,1.01,1.77
Southbank,3006,-37.8256976,144.9633908,False,2,2,0,apartmentUnitFlat,live,residential,780.0,3.95,1.38,0.72,1.94
Nichols Point,3501,-34.2033054,142.2275351,False,1,2,1,apartmentUnitFlat,live,residential,295.0,164.14,234.38,2.96,6.15
Fairfield,3078,-37.7799273,145.0181755,False,2,3,2,apartmentUnitFlat,live,residential,890.0,1.05,0.29,0.37,1.17
Safety Beach,3936,-38.3159494,144.990598,False,2,3,2,townhouse,live,residential,695.0,23.04,22.26,3.94,6.61
Melbourne,3000,-37.8090809,144.9684601,False,2,2,0,apartmentUnitFlat,live,residential,690.0,1.62,0.68,0.38,0.97
Southbank,3006,-37.8294728,144.9696807,False,1,1,0,apartmentUnitFlat,live,residential,600.0,2.84,1.44,0.7,2.22
Melbourne,3004,-37.8390865,144.9755242,False,1,0,0,apartmentUnitFlat,live,residential,500.0,3.93,2.11,0.61,1.41
Point Cook,3030,-37.8932997,144.7128244,False,2,4,2,house,live,residential,550.0,9.11,4.88,1.39,2.54
Fitzroy North,3068,-37.7846099,144.9785505,False,1,2,1,apartmentUnitFlat,live,residential,500.0,4.29,1.37,1.03,2.89
Camberwell,3124,-37.8478635,145.0749871,False,2,2,1,apartmentUnitFlat,live,residential,620.0,1.91,0.55,1.19,1.97
Kalkallo,3064,-37.521908,144.9582548,False,2,3,2,house,live,residential,480.0,5.98,3.61,1.38,1.97
Melton,3337,-37.6901415,144.579626,False,1,3,1,house,live,residential,420.0,5.47,2.46,0.54,1.34
Doncaster,3108,-37.7910591,145.1141561,False,4,4,2,townhouse,live,residential,990.0,10.05,4.58,0.39,1.56
Daylesford,3460,-37.3425609,144.1321134,False,1,2,1,house,live,residential,300.0,24.57,26.72,1.1,2.57
South Yarra,3141,-37.837845,144.987968,False,1,1,0,apartmentUnitFlat,live,residential,540.0,1.48,0.54,0.6,1.31
Clayton,3168,-37.9163836,145.1382926,False,1,2,1,apartmentUnitFlat,live,residential,460.0,5.26,2.68,1.19,2.5
Forrest,3236,-38.5145758,143.7150281,False,1,3,1,house,live,residential,410.0,28.19,25.88,0.21,0.4
Geelong,3220,-38.1367078,144.3531556,False,3,4,1,apartmentUnitFlat,live,residential,995.0,3.32,1.15,1.96,4.17
Elwood,3184,-37.8804786,144.9826658,False,1,2,0,apartmentUnitFlat,live,residential,640.0,4.81,1.51,0.79,2.7
Caulfield,3162,-37.8795058,145.0172716,False,2,3,1,house,live,residential,795.0,4.24,2.7,0.64,1.91
Melbourne,3000,-37.8088259,144.9595488,False,1,1,0,apartmentUnitFlat,live,residential,570.0,1.59,0.69,0.88,2.08
Rye,3941,-38.3758988,144.8055599,False,1,3,1,house,live,residential,540.0,39.96,41.5,2.61,4.3
Melbourne,3004,-37.8519462,144.980719,False,1,1,0,apartmentUnitFlat,live,residential,450.0,2.89,1.46,0.83,1.7
Brunswick East,3057,-37.775312,144.9718123,False,1,1,1,apartmentUnitFlat,live,residential,500.0,2.8,1.31,0.61,1.84
Rosebud,3939,-38.3554967,144.9039276,False,2,4,4,house,live,residential,595.0,27.4,27.77,0.64,1.38
Glen Iris,3146,-37.8597986,145.0612078,False,2,2,2,apartmentUnitFlat,live,residential,995.0,1.48,0.53,0.64,1.25
Maribyrnong,3032,-37.7667852,144.8880618,False,1,2,1,apartmentUnitFlat,live,residential,450.0,6.43,3.6,0.46,1.4
Wendouree,3355,-37.521036,143.8286036,False,2,4,4,house,live,residential,410.0,6.15,3.1,0.93,2.39
Templestowe,3106,-37.7588438,145.1562922,False,3,5,2,house,live,residential,995.0,15.0,7.65,1.44,4.09
Rye,3941,-38.3735949,144.7918398,False,2,3,6,house,live,residential,795.0,41.92,43.22,4.33,6.26
Bentleigh,3204,-37.919561,145.0402549,False,2,4,2,townhouse,live,residential,875.0,1.51,0.58,0.64,0.92
Rye,3941,-38.3842386,144.7871152,False,2,4,2,house,live,residential,900.0,42.36,41.2,4.54,7.04
Boorolite,3723,-37.1545727,146.2249382,False,1,2,2,house,live,residential,550.0,76.88,89.86,11.96,17.8
Newtown,3220,-38.1488637,144.3521189,False,2,2,2,house,live,residential,760.0,3.24,1.11,0.5,1.2
Southbank,3006,-37.8259182,144.970146,False,2,2,2,apartmentUnitFlat,live,residential,2050.0,2.98,1.11,0.75,2.7
Maribyrnong,3032,-37.77254120000001,144.8814459,False,1,2,1,apartmentUnitFlat,live,residential,480.0,8.05,4.36,1.46,3.16
Melbourne,3000,-37.8154589,144.9528753,False,1,1,0,apartmentUnitFlat,live,residential,550.0,2.23,0.95,0.75,1.79
Berwick,3806,-38.0746661,145.3674016,False,2,3,2,townhouse,live,residential,580.0,8.01,4.85,1.5,3.26
Melbourne,3000,-37.816029,144.9535448,False,1,2,2,apartmentUnitFlat,live,residential,625.0,2.34,0.94,0.74,1.91
Southbank,3006,-37.8230624,144.9614182,False,1,1,0,apartmentUnitFlat,live,residential,800.0,3.96,1.46,0.85,2.13
Reservoir,3073,-37.7075354,145.0224675,False,1,2,1,townhouse,live,residential,600.0,4.39,2.06,0.65,2.59
Reservoir,3073,-37.7075354,145.0224675,False,1,2,1,townhouse,live,residential,650.0,4.39,2.06,0.65,2.59
Doncaster,3108,-37.7742776,145.1317366,False,2,4,2,house,live,residential,1099.0,12.68,6.94,2.1,4.6
Shepparton,3630,-36.3686902,145.4043017,False,2,3,2,house,live,residential,610.0,5.71,2.62,1.07,2.29
Melbourne,3000,-37.816228,144.9532465,False,1,1,1,apartmentUnitFlat,live,residential,530.0,2.53,1.11,0.78,2.04
Oakleigh,3166,-37.8988787,145.1015826,False,1,1,1,apartmentUnitFlat,live,residential,1120.0,4.66,2.3,1.03,1.84
Kealba,3021,-37.7379802,144.8227994,False,1,4,1,house,live,residential,500.0,5.26,3.11,1.28,2.48
Carlton,3053,-37.8004361,144.9682137,False,1,1,1,apartmentUnitFlat,live,residential,650.0,3.77,1.53,0.58,1.58
Rosanna,3084,-37.736919,145.076282,False,1,3,1,apartmentUnitFlat,live,residential,480.0,2.08,1.12,0.33,0.83
Cranbourne West,3977,-38.0992959,145.2561634,False,2,3,2,house,live,residential,600.0,7.22,2.98,1.52,3.5
Clyde,3978,-38.1378989,145.3693414,False,2,3,2,house,live,residential,600.0,13.94,11.05,6.57,7.8
Clyde North,3978,-38.0880881,145.3411805,False,2,4,2,house,live,residential,640.0,10.8,7.55,2.81,5.48
Clyde North,3978,-38.107973,145.3252912,False,2,3,1,house,live,residential,590.0,8.62,5.13,0.7,2.36
Frankston,3199,-38.1531145,145.1155778,False,2,4,2,house,live,residential,950.0,7.1,2.26,1.25,3.72
Cranbourne West,3977,-38.0911015,145.2532858,False,2,3,4,house,live,residential,630.0,5.37,3.03,0.77,2.36
Cranbourne West,3977,-38.0984888,145.258099,False,1,3,2,house,live,residential,550.0,5.81,2.63,1.16,2.58
South Melbourne,3205,-37.8330468,144.9683209,False,2,3,1,apartmentUnitFlat,live,residential,1400.0,3.71,1.96,0.87,2.68
Dandenong,3175,-37.978189,145.2002769,False,2,5,2,house,live,residential,550.0,4.81,2.59,0.31,1.15
Daylesford,3460,-37.3524633,144.1372727,False,1,2,1,house,live,residential,465.0,28.96,30.11,1.17,4.04
Yarraville,3013,-37.8203799,144.8853715,False,1,3,3,house,live,residential,560.0,2.9,1.3,0.47,1.29
Bentleigh East,3165,-37.92025,145.0533226,False,1,2,1,apartmentUnitFlat,live,residential,580.0,2.62,1.61,1.34,1.97
Kew,3101,-37.8022906,145.0294525,False,2,3,2,townhouse,live,residential,850.0,5.69,3.02,0.18,0.42
Collingwood,3066,-37.8079589,144.9851596,False,1,3,2,house,live,residential,800.0,2.97,1.03,0.01,0.04
Port Melbourne,3207,-37.833951,144.919565,False,1,2,1,apartmentUnitFlat,live,residential,825.0,6.39,4.74,1.4,3.17
Box Hill North,3129,-37.81263,145.1238158,False,1,2,1,townhouse,live,residential,620.0,3.7,1.82,1.24,2.44
Port Melbourne,3207,-37.833951,144.919565,False,1,1,0,apartmentUnitFlat,live,residential,595.0,6.39,4.74,1.4,3.17
South Yarra,3141,-37.8408118,144.9939691,False,2,5,1,house,live,residential,1650.0,1.16,0.41,0.58,1.68
Melbourne,3004,-37.8470519,144.9806754,False,2,2,1,apartmentUnitFlat,live,residential,690.0,2.4,1.05,0.41,1.21
Fitzroy North,3068,-37.783851,144.9871937,False,1,4,1,house,live,residential,1160.0,1.71,0.56,0.23,0.87
Melbourne,3000,-37.8125979,144.9604012,False,1,1,0,apartmentUnitFlat,live,residential,450.0,1.65,0.67,0.8,1.98
Thomastown,3074,-37.6773901,145.0280367,False,1,4,4,house,live,residential,550.0,2.97,1.87,0.75,1.29
Box Hill,3128,-37.8215748,145.1156929,False,1,2,1,apartmentUnitFlat,live,residential,540.0,1.67,0.81,1.17,2.69
Camberwell,3124,-37.8447938,145.0745495,False,2,4,2,house,live,residential,1390.0,0.86,0.21,1.69,3.68
Melbourne,3004,-37.8519562,144.9807231,False,1,2,1,apartmentUnitFlat,live,residential,560.0,2.89,1.46,0.83,1.7
Shepparton,3630,-36.3796869,145.4083125,False,2,2,1,house,live,residential,430.0,2.43,0.96,0.87,1.3
Donnybrook,3064,-37.5441769,144.9623086,False,3,4,2,townhouse,live,residential,525.0,1.86,0.87,2.38,4.51
Sebastopol,3356,-37.586055,143.8327195,False,1,1,0,apartmentUnitFlat,live,residential,494.0,7.9,4.46,0.23,0.68
Ringwood East,3135,-37.8038123,145.2477993,False,3,4,2,townhouse,live,residential,800.0,2.62,1.27,2.53,4.15
Ararat,3377,-37.2922669,142.9290613,False,2,3,3,house,live,residential,480.0,4.06,1.91,2.19,4.43
South Yarra,3141,-37.8317868,144.9876714,False,1,1,1,apartmentUnitFlat,live,residential,440.0,2.4,1.25,0.54,1.52
Northcote,3070,-37.7668662,144.9985953,False,2,2,1,apartmentUnitFlat,live,residential,630.0,1.32,0.42,0.65,1.47
Hawthorn East,3123,-37.8449443,145.0423684,False,2,2,1,apartmentUnitFlat,live,residential,650.0,2.72,1.03,0.6,1.22
Tarneit,3029,-37.8331028,144.6695359,False,2,4,2,house,live,residential,550.0,5.46,2.88,0.43,1.03
Capel Sound,3940,-38.37071840000001,144.8700335,False,1,3,2,house,live,residential,495.0,32.6,32.75,1.87,3.46
Pakenham,3810,-38.057583,145.4531154,False,2,4,2,house,live,residential,630.0,7.18,2.91,1.13,3.09
Winchelsea,3241,-38.2450244,143.9850741,False,1,1,0,apartmentUnitFlat,live,residential,290.0,2.77,1.13,0.25,0.52
Bendigo,3550,-36.758958,144.2872243,False,2,3,0,house,live,residential,570.0,2.99,1.27,0.81,1.6
Snake Valley,3351,-37.6186523,143.5760404,False,1,3,2,house,live,residential,650.0,35.11,29.95,9.69,12.4
Soldiers Hill,3350,-37.554298,143.8595164,False,2,4,1,house,live,residential,595.0,1.61,0.6,0.54,1.21
Carlton,3053,-37.8056339,144.9618379,False,1,1,0,apartmentUnitFlat,live,residential,520.0,2.71,1.07,0.75,1.94
Vermont South,3133,-37.84608559999999,145.1713227,False,3,5,2,house,live,residential,950.0,7.55,3.48,0.67,1.76
Carlton,3053,-37.8057727,144.9628609,False,1,2,0,apartmentUnitFlat,live,residential,680.0,3.01,1.23,1.01,2.16
Mount Martha,3934,-38.2822641,144.9962171,False,3,3,2,house,live,residential,1050.0,24.7,20.9,3.04,6.45
Bundalong,3730,-36.037193,146.1706301,False,1,3,0,apartmentUnitFlat,live,residential,450.0,33.36,41.45,16.31,14.71
Ripponlea,3185,-37.8781028,144.9939069,False,1,3,0,apartmentUnitFlat,live,residential,645.0,1.61,0.46,1.48,2.97
Abbotsford,3067,-37.8110844,145.0076135,False,1,1,1,house,live,residential,600.0,2.6,1.41,0.52,1.43
Abbotsford,3067,-37.8110844,145.0076135,False,1,1,1,house,live,residential,600.0,2.6,1.41,0.52,1.43
Footscray,3011,-37.8016476,144.8977057,False,2,2,1,apartmentUnitFlat,live,residential,550.0,1.9,0.68,0.84,2.05
Kew,3101,-37.8055247,145.0312885,False,1,1,1,apartmentUnitFlat,live,residential,990.0,4.93,2.53,0.6,0.93
Kew,3101,-37.8055247,145.0312885,False,1,1,1,apartmentUnitFlat,live,residential,990.0,4.93,2.53,0.6,0.93
West Melbourne,3003,-37.8101364,144.9503935,False,2,2,0,apartmentUnitFlat,live,residential,680.0,2.18,0.93,0.67,1.48
Clayton,3168,-37.9181507,145.1286555,False,1,1,0,studio,live,residential,330.0,4.54,1.56,0.68,2.35
Melbourne,3000,-37.8194758,144.9596602,False,1,1,0,apartmentUnitFlat,live,residential,490.0,3.87,1.39,0.66,1.55
Bendigo,3550,-36.7494733,144.277179,False,2,4,3,house,live,residential,540.0,7.44,2.94,0.99,2.85
Melbourne,3000,-37.8452418,144.9796418,False,2,2,1,apartmentUnitFlat,live,residential,700.0,2.65,1.34,0.71,1.46
Melbourne,3000,-37.81441450000001,144.9539107,False,2,2,1,apartmentUnitFlat,live,residential,750.0,1.47,0.62,0.41,1.03
Ocean Grove,3226,-38.26884889999999,144.542577,False,2,4,3,house,live,residential,750.0,28.72,23.62,1.28,2.15
Brunswick East,3057,-37.7712901,144.972432,False,1,4,0,house,live,residential,760.0,3.24,1.82,1.05,1.98
Belmont,3216,-38.1836722,144.3454553,False,1,2,1,apartmentUnitFlat,live,residential,420.0,5.35,2.86,0.7,1.47
Coburg,3058,-37.7502206,144.9695448,False,2,3,1,house,live,residential,690.0,3.19,1.46,0.65,1.64
Truganina,3029,-37.7602879,144.6740628,False,2,4,2,house,live,residential,500.0,10.7,7.2,5.63,10.13
Camberwell,3124,-37.834686,145.0773681,False,1,3,2,apartmentUnitFlat,live,residential,650.0,2.1,1.15,0.57,1.1
Glen Waverley,3150,-37.9014914,145.1735151,False,2,4,2,house,live,residential,800.0,7.85,3.92,0.72,1.76
Southbank,3006,-37.8269008,144.9595298,False,2,2,1,apartmentUnitFlat,live,residential,880.0,4.08,1.81,0.93,2.22
Clayton,3168,-37.9113694,145.1277286,False,1,1,0,apartmentUnitFlat,live,residential,220.0,5.54,2.63,0.45,1.25
Southbank,3006,-37.8244842,144.962233,False,2,3,1,apartmentUnitFlat,live,residential,820.0,4.44,1.68,1.05,2.55
Brunswick,3056,-37.7716224,144.9506166,False,1,1,1,apartmentUnitFlat,live,residential,400.0,2.05,1.1,0.53,1.11
East Melbourne,3002,-37.8162325,144.9760367,False,1,1,0,apartmentUnitFlat,live,residential,420.0,2.23,1.01,0.9,2.14
Prahran,3181,-37.8509333,144.9950994,False,1,2,1,apartmentUnitFlat,live,residential,700.0,2.94,0.66,0.59,1.93
Narre Warren South,3805,-38.0507859,145.3133339,False,2,4,2,house,live,residential,645.0,6.19,3.58,1.0,2.4
Rye,3941,-38.3803434,144.8292333,False,2,3,0,house,live,residential,560.0,38.11,38.45,1.51,3.19
Southbank,3006,-37.8257169,144.9597894,False,1,2,0,apartmentUnitFlat,live,residential,680.0,3.96,1.69,1.47,2.61
Camberwell,3124,-37.834686,145.0773681,False,1,3,2,apartmentUnitFlat,live,residential,650.0,2.1,1.15,0.57,1.1
Richmond,3121,-37.8220136,145.010408,False,2,2,1,apartmentUnitFlat,live,residential,875.0,2.86,1.28,0.92,2.03
Horsham,3400,-36.7200285,142.1906594,False,1,3,0,house,live,residential,350.0,77.38,96.34,1.44,2.87
Truganina,3029,-37.753934,144.68135,False,2,4,2,house,live,residential,550.0,7.37,5.59,4.02,6.8
Prahran,3181,-37.8504994,144.9921217,False,1,1,0,apartmentUnitFlat,live,residential,330.0,2.14,0.65,0.26,0.82
Clayton,3168,-37.9101216,145.1244894,False,3,1,0,studio,live,residential,280.0,4.75,2.07,0.75,1.97
Doncaster,3108,-37.7883885,145.1292671,False,1,2,1,apartmentUnitFlat,live,residential,600.0,9.6,5.69,0.3,1.06
Abbotsford,3067,-37.8069721,144.9956986,False,1,2,0,house,live,residential,700.0,1.86,0.55,0.82,2.66
Strathtulloh,3338,-37.72103000000001,144.5901771,False,2,4,2,house,live,residential,550.0,5.1,2.26,0.53,1.33
Mornington,3931,-38.23241,145.0395966,False,2,3,2,apartmentUnitFlat,live,residential,725.0,15.51,14.23,2.15,3.92
South Yarra,3141,-37.84580529999999,144.9991652,False,1,1,1,apartmentUnitFlat,live,residential,475.0,3.11,1.3,1.42,2.82
Yarraville,3013,-37.8173109,144.879762,False,1,3,3,house,live,residential,620.0,3.97,2.08,0.36,1.31
Ocean Grove,3226,-38.2685305,144.5164357,False,1,3,1,house,live,residential,500.0,24.85,20.83,1.46,2.68
Balwyn North,3104,-37.7960341,145.0682477,False,2,3,2,house,live,residential,830.0,7.82,4.77,0.52,1.24
Melbourne,3000,-37.8139559,144.9556588,False,1,2,0,apartmentUnitFlat,live,residential,750.0,1.0,0.43,0.44,1.18
West Melbourne,3003,-37.8093556,144.9514024,False,1,2,1,apartmentUnitFlat,live,residential,860.0,1.92,0.79,0.53,1.22
Enfield,3352,-37.7274049,143.8050776,False,2,4,3,house,live,residential,500.0,24.06,21.2,6.53,5.61
Wyndham Vale,3024,-37.8713714,144.6151842,False,2,4,2,house,live,residential,470.0,2.23,1.23,1.88,3.33
Robertsons Beach,3971,-38.6592384,146.7321465,False,1,3,4,house,live,residential,400.0,84.1,77.15,8.99,17.81
Safety Beach,3936,-38.32496769999999,144.9858707,False,1,2,0,house,live,residential,460.0,22.76,21.08,3.15,7.22
Abbotsford,3067,-37.8074058,144.9960146,False,1,1,1,apartmentUnitFlat,live,residential,445.0,1.74,0.69,0.45,1.42
Brunswick,3056,-37.7785456,144.9704059,False,1,1,0,apartmentUnitFlat,live,residential,490.0,2.76,1.29,0.41,0.94
St Kilda East,3183,-37.8706109,145.0069906,False,1,2,0,apartmentUnitFlat,live,residential,645.0,2.87,1.65,0.57,0.81
Bentleigh East,3165,-37.9232079,145.0629436,False,1,3,2,house,live,residential,620.0,4.14,2.64,0.8,1.19
Quarry Hill,3550,-36.772335,144.2870205,False,1,3,1,house,live,residential,600.0,3.23,1.35,1.14,2.97
Bendigo,3550,-36.7507052,144.2834486,False,2,2,2,townhouse,live,residential,580.0,5.74,2.71,1.02,2.21
Heidelberg,3084,-37.7462938,145.0841639,False,2,4,2,house,live,residential,995.0,4.26,2.06,1.23,2.73
Vermont South,3133,-37.8512053,145.1766012,False,2,3,3,house,live,residential,800.0,8.47,3.92,0.56,1.36
Northcote,3070,-37.7832665,145.0078737,False,2,2,0,townhouse,live,residential,1250.0,2.58,0.98,1.11,2.72
Berwick,3806,-38.0505947,145.3413087,False,1,0,1,studio,live,residential,375.0,4.08,1.74,1.0,2.3
Fraser Rise,3336,-37.7036279,144.7132266,False,2,4,2,house,live,residential,560.0,13.52,7.42,7.33,9.36
Portland,3305,-38.3596431,141.6169922,False,1,3,3,house,live,residential,500.0,84.89,104.04,1.33,2.47
Rosebud,3939,-38.3540201,144.9093046,False,2,2,1,apartmentUnitFlat,live,residential,650.0,26.28,27.27,0.35,0.76
Truganina,3029,-37.76707,144.6942541,False,2,3,2,house,live,residential,540.0,11.83,8.37,6.8,11.26
Armstrong Creek,3217,-38.2272829,144.3469518,False,2,4,2,house,live,residential,590.0,10.54,4.74,1.83,4.6
Rye,3941,-38.3803713,144.81171,False,2,3,2,house,live,residential,600.0,37.04,39.93,2.05,3.1
Heidelberg Heights,3081,-37.7320629,145.0601264,False,1,1,0,house,live,residential,220.0,3.71,2.31,0.46,0.84
Preston,3072,-37.7486008,144.9899263,False,1,3,2,house,live,residential,695.0,3.26,1.72,0.21,0.7
Melbourne,3000,-37.8175531,144.9657444,False,2,2,0,townhouse,live,residential,690.0,3.86,1.44,1.14,3.06
Rosebud,3939,-38.3540201,144.9093046,False,1,2,2,apartmentUnitFlat,live,residential,525.0,26.28,27.27,0.35,0.76
Melbourne,3000,-37.8078362,144.9669868,False,2,2,1,apartmentUnitFlat,live,residential,830.0,1.62,0.63,0.62,1.66
Armstrong Creek,3217,-38.2443696,144.3465871,False,2,4,2,house,live,residential,530.0,11.12,7.19,2.53,4.26
Box Hill,3128,-37.8143067,145.1170545,False,2,2,1,apartmentUnitFlat,live,residential,680.0,3.15,1.5,1.01,2.16
Mount Duneed,3217,-38.2242633,144.3260423,False,2,4,2,house,live,residential,610.0,6.3,4.41,0.49,0.86
Brighton,3186,-37.9259736,144.9873857,False,2,3,2,apartmentUnitFlat,live,residential,1995.0,0.81,0.22,1.39,2.38
Herne Hill,3218,-38.131886,144.326362,False,1,2,1,apartmentUnitFlat,live,residential,390.0,8.04,3.94,0.9,2.42
Jan Juc,3228,-38.3469301,144.3007183,False,2,3,0,house,live,residential,630.0,20.87,19.59,3.69,5.05
Melbourne,3000,-37.8078362,144.9669868,False,2,2,1,apartmentUnitFlat,live,residential,830.0,1.62,0.63,0.62,1.66
Collingwood,3066,-37.8086867,144.984136,False,1,1,0,studio,live,residential,365.0,2.66,0.98,0.19,0.63
Elwood,3184,-37.8811019,144.9800915,False,1,2,0,apartmentUnitFlat,live,residential,580.0,4.77,2.02,0.4,1.09
Melbourne,3000,-37.8090349,144.967923,False,1,1,0,studio,live,residential,590.0,1.85,0.76,0.46,1.2
Melbourne,3000,-37.8090349,144.967923,False,1,1,0,apartmentUnitFlat,live,residential,750.0,1.85,0.76,0.46,1.2
Melbourne,3000,-37.8089991,144.9610792,False,1,2,0,apartmentUnitFlat,live,residential,700.0,1.56,0.69,0.84,2.0
Southbank,3006,-37.8231578,144.9639532,False,2,2,1,apartmentUnitFlat,live,residential,950.0,3.81,1.3,1.01,2.73
West Melbourne,3003,-37.81058609999999,144.9505353,False,1,1,0,apartmentUnitFlat,live,residential,600.0,2.08,0.87,0.61,1.37
Melbourne,3000,-37.8089339,144.9680888,False,1,1,0,studio,live,residential,540.0,1.61,0.56,0.43,1.1
Docklands,3008,-37.8141978,144.9417027,False,2,2,1,apartmentUnitFlat,live,residential,720.0,2.55,1.36,0.2,0.58
Frankston South,3199,-38.1662334,145.1082238,False,2,4,3,house,live,residential,740.0,7.87,3.74,1.99,3.53
Carlton,3053,-37.8061615,144.965462,False,1,1,0,studio,live,residential,420.0,1.86,0.73,0.79,1.71
Elsternwick,3185,-37.8915422,145.0044527,False,1,3,3,house,live,residential,950.0,3.78,1.34,1.3,3.92
Sunshine West,3020,-37.7918293,144.7949204,False,1,3,1,house,live,residential,435.0,3.43,1.47,0.74,1.85
Sunshine North,3020,-37.7663271,144.8423352,False,1,3,2,house,live,residential,530.0,6.33,3.49,0.93,2.1
South Yarra,3141,-37.8369176,144.9938413,False,1,2,1,apartmentUnitFlat,live,residential,650.0,1.42,0.47,0.84,2.15
Southbank,3006,-37.8254676,144.962417,False,1,1,1,apartmentUnitFlat,live,residential,500.0,3.78,1.4,0.74,1.77
Koonwarra,3954,-38.5471151,145.946772,False,1,1,0,house,live,residential,400.0,52.13,63.21,0.31,0.64
Torquay,3228,-38.3220115,144.3095305,False,2,2,1,townhouse,live,residential,580.0,16.49,16.18,0.28,0.67
South Yarra,3141,-37.8360488,144.9893769,False,1,2,0,apartmentUnitFlat,live,residential,595.0,1.91,0.9,1.23,2.48
